Ticker,date,Risk,Sentiment,SanctionExposure,San_temp,SanctionRisk,SanctionSentiment,Total words,FirmTicker
حسیر,2022-01-01,0.0,-5333.333333333334,0.0,0.0,0.0,0.0,75,حسير
پارسان,2020-07-11,1217.3913043478262,-14260.869565217392,173.91304347826087,173.91304347826087,173.91304347826087,-1043.4782608695652,575,پارسان
قچار,2020-07-01,3448.2758620689656,-17241.379310344826,0.0,0.0,0.0,0.0,58,قچار
چخزر,2021-01-10,970.8737864077668,-12621.35922330097,0.0,0.0,0.0,0.0,103,چخزر
تکمبا,2020-06-27,0.0,-15384.615384615385,0.0,0.0,0.0,0.0,13,تكمبا
پرداخت,2021-01-11,520.8333333333333,-13020.833333333332,0.0,0.0,0.0,0.0,384,پرداخت
وتوس,2020-08-23,1052.6315789473683,-12631.57894736842,0.0,0.0,0.0,0.0,95,وتوس
وآذر,nodate,793.6507936507936,-12698.412698412698,0.0,0.0,0.0,0.0,126,
خفنر,2020-06-28,1307.1895424836605,-9803.921568627453,0.0,0.0,0.0,0.0,153,خفنر
افرا,2020-08-10,1219.5121951219512,-15853.658536585366,0.0,0.0,0.0,0.0,82,افرا
وهور,2020-07-07,0.0,-5917.15976331361,0.0,0.0,0.0,0.0,507,وهور
ثغرب,2022-06-26,625.0,-13750.0,0.0,0.0,0.0,0.0,160,ثغرب
حپترو,2021-02-20,1980.1980198019803,-10891.089108910892,0.0,0.0,0.0,0.0,101,حپترو
حآفرین,2021-09-06,3846.153846153846,-19230.76923076923,0.0,0.0,0.0,0.0,52,
وملل,2020-08-20,210.08403361344537,-6092.436974789915,0.0,0.0,0.0,0.0,476,وملل
بوعلی,2020-12-25,1149.425287356322,-11494.25287356322,0.0,0.0,0.0,0.0,174,بوعلي
وساپا,2020-07-05,2380.952380952381,-16106.442577030812,0.0,0.0,0.0,0.0,714,وساپا
قچار,2020-08-12,3448.2758620689656,-17241.379310344826,0.0,0.0,0.0,0.0,58,قچار
تاصیکو,2020-07-08,1657.4585635359117,-10497.237569060771,1104.9723756906076,552.4861878453038,0.0,-1104.9723756906076,181,تاصيكو
وغدیر,2020-12-05,895.140664961637,-13043.478260869566,255.75447570332483,255.75447570332483,127.8772378516624,-1023.0179028132992,782,وغدير
انرژی,2022-01-19,735.2941176470588,-17647.058823529413,0.0,0.0,0.0,0.0,136,
ثفارس,2021-08-31,1052.6315789473683,-11052.631578947368,0.0,0.0,0.0,0.0,190,ثفارس
خکار,2020-07-16,1470.5882352941176,-13235.29411764706,0.0,0.0,0.0,0.0,136,خكار
ورنا,2022-04-10,697.6744186046511,-15116.27906976744,0.0,0.0,0.0,0.0,430,ورنا
خفنر,2022-01-30,1351.3513513513517,-11486.486486486489,0.0,0.0,0.0,0.0,148,خفنر
سهرمز,2020-06-30,0.0,-7407.407407407407,0.0,0.0,0.0,0.0,27,سهرمز
قصفها,2020-07-29,1851.851851851852,-14814.814814814814,0.0,0.0,0.0,0.0,54,قصفها
سپید,2021-09-06,0.0,-20000.0,0.0,0.0,0.0,0.0,25,سپيد
کدما,2021-08-11,0.0,-18000.0,0.0,0.0,0.0,0.0,50,كدما
تاپیکو,2020-06-28,751.8796992481203,-11203.007518796992,0.0,0.0,0.0,0.0,1330,تاپيكو
فروسیل,2022-05-15,1619.4331983805669,-9311.74089068826,404.8582995951417,404.8582995951417,0.0,-809.7165991902834,247,فروسيل
فمراد,2020-08-05,1626.0162601626018,-10569.105691056911,0.0,0.0,0.0,0.0,123,فمراد
غبهنوش,2020-12-01,1652.892561983471,-13223.140495867769,0.0,0.0,0.0,0.0,121,غبهنوش
لبوتان,2020-12-14,1046.3378176382662,-9267.563527653214,0.0,0.0,0.0,0.0,669,لبوتان
دیران,2020-12-05,1379.3103448275865,-2758.620689655173,0.0,0.0,0.0,0.0,290,ديران
زملارد,2022-05-09,1377.9527559055118,-12992.125984251968,0.0,0.0,0.0,0.0,508,زملارد
فپنتا,2022-04-24,875.6567425569177,-8406.304728546409,0.0,0.0,0.0,0.0,571,فپنتا
دریشمک,2020-12-02,2968.75,-10156.25,781.25,468.75,468.75,-1250.0,640,
فلوله,2022-06-01,607.90273556231,-8206.686930091186,0.0,0.0,0.0,0.0,329,فلوله
فاراک,2020-08-09,1333.3333333333337,-14666.666666666668,0.0,0.0,0.0,0.0,75,فاراك
کسعدی,2020-07-20,958.0838323353294,-7544.9101796407185,119.76047904191616,119.76047904191616,0.0,239.52095808383237,835,كسعدي
کالا,2021-08-07,772.7975270479134,-12828.438948995365,0.0,0.0,0.0,0.0,647,كالا
کمرجان,2021-01-10,2272.727272727273,-12500.0,0.0,0.0,0.0,0.0,88,كمرجان
چدن,2020-12-08,1119.8945981554675,-11462.450592885376,197.6284584980237,65.87615283267458,0.0,-197.6284584980237,1518,چدن
حکشتی,2020-07-05,350.2626970227671,-12784.588441330998,350.2626970227671,175.13134851138355,0.0,-700.5253940455342,571,حكشتي
سمگا,2020-12-16,1005.5304172951232,-11563.599798893916,150.82956259426845,0.0,0.0,0.0,1989,سمگا
توسن,2021-10-03,879.3969849246231,-13819.095477386934,251.2562814070352,251.2562814070352,0.0,-1256.2814070351758,796,توسن
سنیر,2021-01-25,990.0990099009902,-3960.3960396039606,0.0,0.0,0.0,0.0,101,سنير
دیران,2020-07-23,1674.27701674277,-8447.488584474886,0.0,0.0,0.0,0.0,1314,ديران
کی بی سی,2020-08-10,2083.333333333333,-14583.333333333332,0.0,0.0,0.0,0.0,96,كي بي سي
ددانا,2022-05-16,1823.70820668693,-10220.364741641337,37.993920972644375,37.993920972644375,0.0,-75.98784194528875,2632,ددانا
کمنگنز,2022-02-06,1215.6448202959832,-8033.826638477802,0.0,0.0,0.0,0.0,1892,كمنگنز
کیانا,2022-07-17,1137.7689834281475,-14543.655701211972,0.0,0.0,0.0,0.0,8086,كيانا
دتوزیع,2020-07-04,2923.076923076923,-8000.0,0.0,0.0,0.0,0.0,650,دتوزيع
غپینو,2020-12-14,2816.9014084507044,-15492.957746478874,0.0,0.0,0.0,0.0,71,غپينو
کترام,2020-11-21,1481.4814814814815,-4444.444444444444,0.0,0.0,0.0,0.0,135,كترام
شتوکا,2021-01-09,0.0,-10588.235294117649,0.0,0.0,0.0,0.0,85,شتوكا
شبریز,2020-06-29,1423.4875444839856,-10320.284697508896,0.0,0.0,0.0,0.0,281,شبريز
ددانا,2022-05-31,1344.5378151260504,-9747.899159663866,0.0,0.0,0.0,0.0,595,ددانا
شپدیس,2020-07-08,1263.157894736842,-15578.947368421052,421.05263157894734,210.52631578947367,210.52631578947367,-842.1052631578947,475,شپديس
کیمیاتک,2021-08-10,1187.2146118721462,-5662.100456621004,365.296803652968,182.648401826484,91.324200913242,-182.648401826484,1095,كيمياتك
سیلام,2021-02-17,1785.7142857142856,-12500.0,0.0,0.0,0.0,0.0,56,سيلام
کدما,2021-08-07,0.0,-19148.936170212764,0.0,0.0,0.0,0.0,47,كدما
فمراد,2020-06-28,1612.9032258064517,-10483.870967741936,0.0,0.0,0.0,0.0,124,فمراد
فرود,2022-07-02,1273.8853503184714,-8598.726114649682,0.0,0.0,0.0,0.0,314,فرود
شتران,2020-12-01,502.5125628140704,-14572.86432160804,0.0,0.0,0.0,0.0,398,شتران
کطبس,2020-12-08,947.2259810554804,-10148.849797023006,0.0,0.0,0.0,0.0,739,كطبس
لابسا,2020-06-28,1515.1515151515152,-18181.818181818184,0.0,0.0,0.0,0.0,66,لابسا
کمرجان,2021-01-09,2380.9523809523807,-15476.190476190475,0.0,0.0,0.0,0.0,84,كمرجان
سکرد,2022-05-16,2491.103202846975,-13879.00355871886,0.0,0.0,0.0,0.0,281,سكرد
فلوله,2022-03-13,0.0,0.0,0.0,0.0,0.0,0.0,107,فلوله
کبافق,2020-12-22,2102.102102102102,-15915.915915915915,300.3003003003003,300.3003003003003,0.0,-1501.5015015015017,333,كبافق
شاروم,2020-10-28,793.6507936507936,-6878.3068783068775,0.0,0.0,0.0,0.0,378,شاروم
فرابورس,2022-01-25,1136.3636363636365,-13636.363636363636,0.0,0.0,0.0,0.0,88,فرابورس
کویر,2020-12-05,283.28611898017,-13314.447592067989,0.0,0.0,0.0,0.0,353,كوير
گدنا,2020-11-29,1010.1010101010102,-11111.111111111111,0.0,0.0,0.0,0.0,99,گدنا
زمگسا,2020-12-09,0.0,-2985.074626865672,0.0,0.0,0.0,0.0,134,زمگسا
فخاس,2020-07-30,2857.142857142857,-12857.142857142857,0.0,0.0,0.0,0.0,70,فخاس
غشصفا,2022-03-12,1204.819277108434,-10843.373493975903,0.0,0.0,0.0,0.0,83,غشصفا
کدما,2020-07-07,0.0,-12500.0,0.0,0.0,0.0,0.0,56,كدما
گکوثر,2020-11-30,1694.915254237288,-16949.15254237288,0.0,0.0,0.0,0.0,59,گكوثر
غنوش,2022-01-22,836.8200836820083,-11087.86610878661,0.0,0.0,0.0,0.0,478,غنوش
فروسیل,2022-05-25,1369.86301369863,-12328.767123287673,0.0,0.0,0.0,0.0,73,فروسيل
شبندر,2020-06-27,1791.044776119403,-12835.820895522387,0.0,0.0,0.0,0.0,335,شبندر
کلر,2021-01-05,677.9661016949152,-13898.305084745762,0.0,0.0,0.0,0.0,295,كلر
شراز,2020-07-08,0.0,-10198.30028328612,0.0,0.0,0.0,0.0,353,شراز
دلقما,2021-07-12,1562.5,-11523.4375,195.3125,195.3125,0.0,-585.9375,1024,دلقما
کساپا,2021-09-15,2222.222222222222,-13333.333333333334,0.0,0.0,0.0,0.0,90,كساپا
کزغال,2021-02-21,603.7735849056603,-9735.849056603773,0.0,0.0,0.0,0.0,1325,كزغال
پکرمان,2022-02-08,536.0333531864205,-12983.918999404408,0.0,0.0,0.0,0.0,1679,پكرمان
فروسیل,2022-05-09,1556.420233463035,-8949.41634241245,389.10505836575874,389.10505836575874,0.0,-778.2101167315175,257,فروسيل
فزرین,2020-12-03,673.4006734006733,-6060.60606060606,0.0,0.0,0.0,0.0,297,فزرين
خپارس,2020-07-15,0.0,-5960.264900662251,0.0,0.0,0.0,0.0,151,خپارس
زرنام,2022-05-30,1615.7989228007182,-9794.534211051268,0.0,0.0,0.0,0.0,5013,زرنام
دجابر,2021-09-06,665.9267480577137,-9045.50499445061,166.48168701442842,166.48168701442842,55.49389567147614,-277.4694783573807,1802,دجابر
سابیک,2022-04-24,417.5365344467641,-10438.4133611691,208.76826722338205,104.384133611691,104.384133611691,-313.152400835073,958,
سبهان,2021-01-25,3296.703296703297,-12087.91208791209,0.0,0.0,0.0,0.0,91,سبهان
زکوثر,2020-12-06,4651.162790697675,-13953.488372093025,0.0,0.0,0.0,0.0,43,زكوثر
کساپا,2020-12-29,2222.222222222222,-13333.333333333334,0.0,0.0,0.0,0.0,90,كساپا
کترام,2021-01-10,1000.0,-11000.0,0.0,0.0,0.0,0.0,100,كترام
غنوش,2020-07-07,1123.5955056179776,-12359.550561797752,0.0,0.0,0.0,0.0,89,غنوش
حسینا,2020-12-01,750.6255212677231,-13052.54378648874,333.6113427856547,291.90992493744784,41.70141784820684,-834.0283569641367,2398,حسينا
قنیشا,2020-07-25,2962.962962962963,-14074.074074074071,0.0,0.0,0.0,0.0,405,قنيشا
دریشمک,2022-02-02,3211.0091743119265,-12691.131498470948,764.525993883792,305.81039755351685,305.81039755351685,-1376.1467889908256,654,
شصدف,2021-07-19,0.0,-12500.0,0.0,0.0,0.0,0.0,24,شصدف
کسرام,2020-12-09,1449.2753623188405,-11594.202898550724,0.0,0.0,0.0,0.0,138,كسرام
فمراد,2022-07-23,0.0,-10975.60975609756,0.0,0.0,0.0,0.0,82,فمراد
دروز,2021-10-18,2038.5050962627408,-9513.023782559458,226.50056625141565,226.50056625141565,0.0,-679.501698754247,883,دروز
رمپنا,2020-06-29,906.3444108761328,-11228.600201409869,151.05740181268882,50.35246727089628,0.0,-251.76233635448136,1986,رمپنا
بنو,2020-09-27,1513.0674002751032,-10041.265474552958,0.0,0.0,0.0,0.0,727,بنو
گدنا,2020-12-15,925.925925925926,-12037.037037037036,0.0,0.0,0.0,0.0,108,گدنا
زرنام,2022-06-07,1636.2053959965187,-9608.355091383812,0.0,0.0,0.0,0.0,5745,زرنام
شلعاب,2022-01-25,826.4462809917355,-8264.462809917355,0.0,0.0,0.0,0.0,121,شلعاب
شبریز,2021-11-06,0.0,-7142.857142857142,0.0,0.0,0.0,0.0,14,شبريز
کحافظ,2020-10-13,370.8281829419036,-5067.9851668726815,0.0,0.0,0.0,0.0,809,كحافظ
خزر,2020-11-16,857.1428571428571,-13714.285714285714,857.1428571428571,285.7142857142857,285.7142857142857,-857.1428571428571,350,خزر
کحافظ,2020-10-14,447.9283314669653,-5375.139977603583,0.0,0.0,0.0,0.0,893,كحافظ
کیمیاتک,2021-09-25,1432.6647564469913,-5300.859598853868,0.0,0.0,0.0,0.0,698,كيمياتك
کوثر,2020-12-23,3888.888888888889,-10000.0,0.0,0.0,0.0,0.0,360,كوثر
ثعمرا,2020-07-29,761.4213197969542,-11865.482233502536,253.80710659898477,126.90355329949236,0.0,-253.80710659898477,1576,ثعمرا
کفپارس,2021-09-11,3448.2758620689656,-8620.689655172413,0.0,0.0,0.0,0.0,58,كفپارس
کساوه,2020-11-23,2702.702702702703,-6486.486486486487,0.0,0.0,0.0,0.0,185,كساوه
پاسا,2020-12-05,385.8875413450937,-10804.851157662624,0.0,0.0,0.0,0.0,1814,پاسا
کاوه,2020-06-27,1132.0754716981132,-12075.471698113208,377.35849056603774,188.67924528301887,188.67924528301887,-1320.754716981132,530,كاوه
داسوه,2020-07-09,1899.1097922848664,-9792.284866468844,59.34718100890208,59.34718100890208,0.0,-59.34718100890208,1685,داسوه
کلر,2021-01-06,936.03744149766,-10140.405616224649,0.0,0.0,0.0,0.0,641,كلر
سصفها,2020-07-06,741.839762611276,-6528.189910979228,148.3679525222552,148.3679525222552,148.3679525222552,-296.7359050445104,674,سصفها
تایرا,2020-12-01,794.5516458569807,-11237.2304199773,567.5368898978434,113.50737797956867,113.50737797956867,-567.5368898978434,881,تايرا
ثشاهد,2020-08-01,1219.5121951219512,-10452.961672473868,0.0,0.0,0.0,0.0,574,ثشاهد
سغرب,2022-03-15,766.7031763417306,-12267.25082146769,0.0,0.0,0.0,0.0,913,سغرب
زکوثر,2020-06-25,497.5124378109453,-8955.223880597016,0.0,0.0,0.0,0.0,402,زكوثر
غمهرا,2021-02-14,1923.076923076923,-13461.538461538465,0.0,0.0,0.0,0.0,52,غمهرا
غدام,2022-06-11,2409.638554216868,-12048.192771084336,0.0,0.0,0.0,0.0,83,غدام
کنور,2020-07-11,621.1180124223602,-10559.006211180124,0.0,0.0,0.0,0.0,161,كنور
فاسمین,2020-07-04,0.0,-6930.693069306931,0.0,0.0,0.0,0.0,101,فاسمين
برکت,2020-08-02,1129.5446523120368,-9812.91916696082,0.0,0.0,0.0,0.0,2833,بركت
لخزر,2020-06-28,1349.4318181818182,-7954.545454545455,284.0909090909091,213.0681818181818,142.04545454545456,-852.2727272727273,1408,لخزر
کسرام,2020-12-27,0.0,-23076.923076923074,0.0,0.0,0.0,0.0,39,كسرام
خراسان,2020-07-05,1169.064748201439,-13669.06474820144,449.6402877697842,269.7841726618705,89.92805755395683,-1258.9928057553957,1112,خراسان
کماسه,2022-01-26,819.672131147541,-14754.098360655738,0.0,0.0,0.0,0.0,122,كماسه
کتوکا,2020-06-27,1021.897810218978,-10072.992700729928,145.98540145985402,0.0,0.0,0.0,685,كتوكا
فاسمین,2020-07-04,826.4462809917355,-11294.765840220383,0.0,0.0,0.0,0.0,726,فاسمين
ثعمرا,2020-06-27,1029.9625468164795,-14232.209737827716,93.63295880149812,93.63295880149812,0.0,-93.63295880149812,1068,ثعمرا
فسرب,2022-01-26,0.0,-13043.478260869564,0.0,0.0,0.0,0.0,23,فسرب
میدکو,2020-06-28,877.1929824561403,-10380.116959064328,0.0,0.0,0.0,0.0,1368,ميدكو
سابیک,2022-05-10,415.36863966770505,-10384.215991692628,207.68431983385253,103.84215991692626,103.84215991692626,-311.52647975077883,963,
شاروم,2020-12-13,2352.9411764705883,-15294.117647058823,0.0,0.0,0.0,0.0,85,شاروم
سصفها,2020-11-24,2000.0,-16000.0,0.0,0.0,0.0,0.0,50,سصفها
سبزوا,2022-04-21,1204.819277108434,-9638.554216867473,0.0,0.0,0.0,0.0,83,سبزوا
فنورد,2021-01-09,1864.0350877192984,-11842.105263157891,0.0,0.0,0.0,0.0,912,فنورد
ددانا,2022-06-01,1374.570446735395,-10481.099656357388,0.0,0.0,0.0,0.0,582,ددانا
خبهمن,2020-12-02,269.54177897574124,-10242.587601078169,0.0,0.0,0.0,0.0,742,خبهمن
خشرق,2021-08-25,956.0229445506692,-13193.116634799237,0.0,0.0,0.0,0.0,523,خشرق
شفارس,2020-12-01,1428.5714285714284,-13571.42857142857,0.0,0.0,0.0,0.0,140,شفارس
فارس,2020-07-05,1039.5010395010397,-14760.914760914762,0.0,0.0,0.0,0.0,481,فارس
شبندر,2020-07-14,2583.9793281653747,-10852.713178294574,258.3979328165375,0.0,0.0,0.0,387,شبندر
غصینو,2021-11-18,0.0,-10301.507537688442,0.0,0.0,0.0,0.0,398,غصينو
کمنگنز,2021-01-09,4166.666666666666,-11111.111111111111,0.0,0.0,0.0,0.0,72,كمنگنز
فملی,2020-07-07,705.8823529411765,-9882.35294117647,0.0,0.0,0.0,0.0,425,فملي
کاوه,2020-09-20,522.7781926811053,-11351.75504107543,149.36519790888724,0.0,0.0,0.0,1339,كاوه
والبر,2020-12-12,1275.2391073326248,-9032.943676939423,0.0,0.0,0.0,0.0,941,والبر
کسعدی,2020-08-05,0.0,-11585.365853658535,0.0,0.0,0.0,0.0,164,كسعدي
خساپا,2020-12-06,652.5285481239805,-15089.722675367047,326.26427406199025,163.13213703099512,163.13213703099512,-815.6606851549756,1226,خساپا
سدبیر,2020-12-07,2068.965517241379,-12413.793103448275,0.0,0.0,0.0,0.0,145,سدبير
غدام,2022-03-31,2040.816326530612,-11224.489795918367,0.0,0.0,0.0,0.0,98,غدام
توسن,2021-10-02,573.8880918220947,-13342.898134863704,286.94404591104734,286.94404591104734,0.0,-1434.7202295552368,697,توسن
زدشت,2020-12-12,429.1845493562232,-5150.214592274678,0.0,0.0,0.0,0.0,233,زدشت
سیتا,2020-08-19,1666.6666666666667,-13333.333333333334,0.0,0.0,0.0,0.0,120,سيتا
ثفارس,2021-09-23,1080.2469135802469,-11111.111111111111,0.0,0.0,0.0,0.0,648,ثفارس
دریشمک,2020-07-05,1478.743068391867,-11922.365988909429,277.264325323475,92.42144177449168,0.0,-277.264325323475,1082,
کویر,2022-01-27,822.0786846741045,-12037.580739870817,0.0,0.0,0.0,0.0,1703,كوير
غسالم,2020-12-14,3260.869565217391,-15217.391304347826,0.0,0.0,0.0,0.0,92,غسالم
کلر,2021-01-05,1238.390092879257,-8978.328173374613,0.0,0.0,0.0,0.0,323,كلر
لابسا,2021-01-09,1574.8031496062993,-12598.425196850394,0.0,0.0,0.0,0.0,127,لابسا
غگیلا,2021-08-04,1785.7142857142856,-12500.0,0.0,0.0,0.0,0.0,112,غگيلا
شسینا,2020-07-09,4285.714285714285,-12857.142857142857,0.0,0.0,0.0,0.0,70,شسينا
شفا,2020-07-02,1282.051282051282,-17948.71794871795,0.0,0.0,0.0,0.0,78,شفا
کگهر,2020-07-21,392.156862745098,-12418.30065359477,130.718954248366,130.718954248366,0.0,-653.59477124183,765,كگهر
سنیر,2021-01-05,647.2491909385113,-10679.611650485438,323.62459546925567,323.62459546925567,0.0,-1294.498381877023,309,سنير
فسپا,2020-06-29,3174.6031746031745,-17460.31746031746,0.0,0.0,0.0,0.0,63,فسپا
غاذر,2020-09-05,2400.0,-16800.0,0.0,0.0,0.0,0.0,125,غاذر
کشرق,2021-01-13,1785.7142857142856,-12500.0,0.0,0.0,0.0,0.0,112,كشرق
دکوثر,2020-06-28,1126.126126126126,-9324.324324324323,0.0,0.0,0.0,0.0,2220,دكوثر
غشصفا,2022-01-12,1538.4615384615386,-16923.076923076926,0.0,0.0,0.0,0.0,65,غشصفا
کروی,2020-12-08,647.2491909385113,-9061.48867313916,0.0,0.0,0.0,0.0,309,كروي
خلنت,2022-03-27,1024.8901903367496,-4831.625183016105,0.0,0.0,0.0,0.0,683,خلنت
کیمیا,2020-12-03,3448.2758620689656,-17241.379310344826,0.0,0.0,0.0,0.0,29,كيميا
تدبیر,2022-05-22,926.445816956766,-11341.942728804044,112.29646266142618,112.29646266142618,28.074115665356544,-112.29646266142618,3562,تدبير
داسوه,2020-07-13,2014.7420147420144,-9877.149877149875,49.140049140049136,49.140049140049136,0.0,-98.28009828009829,2035,داسوه
ساوه,2020-07-01,0.0,-9836.065573770493,0.0,0.0,0.0,0.0,61,ساوه
کفرا,2022-04-19,936.3295880149813,-9550.561797752807,0.0,0.0,0.0,0.0,534,كفرا
شاوان,2020-07-09,538.3580080753701,-6998.654104979812,134.58950201884252,0.0,0.0,0.0,743,شاوان
سپید,2021-08-09,2272.727272727273,-9090.909090909092,0.0,0.0,0.0,0.0,88,سپيد
زماهان,2021-02-02,1063.8297872340424,-11702.127659574468,0.0,0.0,0.0,0.0,94,زماهان
کرماشا,2020-07-08,1077.5862068965516,-12931.03448275862,215.51724137931035,0.0,0.0,0.0,464,كرماشا
شگویا,2020-07-28,2150.537634408602,-10752.688172043012,0.0,0.0,0.0,0.0,93,شگويا
سدور,2021-01-26,4000.000000000001,-13333.333333333334,0.0,0.0,0.0,0.0,75,سدور
دسانکو,2021-09-14,1298.7012987012986,-7905.138339920948,56.4652738565782,56.4652738565782,0.0,-169.3958215697346,1771,دسانكو
ثالوند,2021-02-11,1610.0178890876566,-13416.815742397135,0.0,0.0,0.0,0.0,559,ثالوند
غزر,2020-08-13,2531.645569620253,-16455.696202531646,0.0,0.0,0.0,0.0,79,غزر
فلوله,2022-04-16,939.8496240601504,-11842.105263157891,0.0,0.0,0.0,0.0,532,فلوله
شفا,2022-05-09,0.0,-8474.57627118644,0.0,0.0,0.0,0.0,59,شفا
کایزد,2022-05-31,0.0,-11764.70588235294,0.0,0.0,0.0,0.0,34,كايزد
کیانا,2022-06-29,0.0,-10714.285714285714,0.0,0.0,0.0,0.0,56,كيانا
دکیمی,2022-05-11,1760.8897126969416,-10658.016682113068,0.0,0.0,0.0,0.0,1079,دكيمي
سخزر,2021-07-13,1666.6666666666667,-11666.666666666666,0.0,0.0,0.0,0.0,60,سخزر
کوثر,2020-12-05,2857.142857142857,-15714.285714285714,0.0,0.0,0.0,0.0,70,كوثر
شگویا,2020-07-07,1775.1479289940828,-12426.03550295858,0.0,0.0,0.0,0.0,169,شگويا
ددانا,2022-05-15,2600.2166847237268,-9317.44312026002,108.34236186348862,108.34236186348862,0.0,-216.68472372697724,923,ددانا
زگلدشت,2020-12-13,0.0,-33333.33333333333,0.0,0.0,0.0,0.0,18,زگلدشت
شفارس,2022-04-27,1941.7475728155337,-15533.980582524273,0.0,0.0,0.0,0.0,103,شفارس
حگهر,2022-05-10,532.6231691078563,-10652.463382157124,0.0,0.0,0.0,0.0,751,حگهر
خزامیا,2020-07-12,0.0,-20258.62068965517,0.0,0.0,0.0,0.0,232,خزاميا
پکرمان,2022-02-12,536.9928400954655,-12828.162291169452,0.0,0.0,0.0,0.0,1676,پكرمان
کاذر,2021-01-06,600.901352028042,-8913.370055082623,150.2253380070105,100.150225338007,0.0,-350.5257886830245,1997,كاذر
شپدیس,2020-07-08,0.0,-9523.809523809525,0.0,0.0,0.0,0.0,21,شپديس
گکوثر,2020-08-06,0.0,-6481.481481481481,0.0,0.0,0.0,0.0,108,گكوثر
دشیمی,2020-08-05,1562.5,-7572.115384615385,0.0,0.0,0.0,0.0,832,دشيمي
غدام,2022-05-10,1818.181818181818,-10909.090909090908,0.0,0.0,0.0,0.0,110,غدام
فلوله,2022-06-01,568.1818181818182,-13068.181818181818,0.0,0.0,0.0,0.0,176,فلوله
فسبزوار,2021-09-11,1098.901098901099,-8791.208791208792,0.0,0.0,0.0,0.0,91,فسبزوار
مرقام,2020-06-28,121.80267965895248,-7186.358099878197,0.0,0.0,0.0,0.0,821,مرقام
زپارس,2021-02-17,939.8496240601504,-12406.015037593985,0.0,0.0,0.0,0.0,532,زپارس
غمینو,2020-12-10,1290.3225806451612,-13870.967741935485,0.0,0.0,0.0,0.0,310,غمينو
دجابر,2020-08-02,1024.9554367201426,-9491.978609625668,89.12655971479501,0.0,0.0,0.0,2244,دجابر
کسعدی,2020-08-09,719.4244604316547,-12230.21582733813,0.0,0.0,0.0,0.0,278,كسعدي
سغدیر,2021-09-26,1369.86301369863,-12785.38812785388,608.8280060882801,304.41400304414003,0.0,-1522.0700152207,657,سغدير
شکام,2021-09-14,4081.632653061224,-20408.16326530612,0.0,0.0,0.0,0.0,49,شكام
فزرین,2021-02-22,715.2145643693108,-10663.198959687908,0.0,0.0,0.0,0.0,1538,فزرين
فغدیر,2022-05-22,1140.798558991294,-10297.208045631942,0.0,0.0,0.0,0.0,3331,فغدير
فاسمین,2020-12-08,946.372239747634,-13249.211356466876,0.0,0.0,0.0,0.0,317,فاسمين
سخزر,2020-07-21,603.3182503770739,-11613.876319758674,301.65912518853696,301.65912518853696,301.65912518853696,-1357.4660633484164,663,سخزر
سشمال,2022-05-08,607.4411541381929,-12072.892938496583,75.93014426727412,75.93014426727412,0.0,-227.79043280182236,1317,سشمال
غشصفا,2022-01-12,1445.2856159669648,-11424.638678596008,68.82312456985547,0.0,0.0,0.0,1453,غشصفا
سیستم,2020-07-06,1022.1465076660988,-9199.31856899489,0.0,0.0,0.0,0.0,1174,سيستم
ستران,2020-06-28,732.6932794340577,-9676.604345629106,75.79585649317838,50.53057099545225,25.26528549772613,-126.32642748863064,3958,ستران
غدام,2020-10-28,606.4690026954178,-9299.191374663073,67.38544474393531,67.38544474393531,0.0,-404.3126684636119,1484,غدام
شبریز,2021-10-30,784.6556233653008,-14298.169136878814,0.0,0.0,0.0,0.0,1147,شبريز
شفا,2020-07-02,613.4969325153374,-10764.082543223649,55.772448410485225,0.0,0.0,0.0,1793,شفا
شکربن,2020-10-18,675.6756756756757,-10135.135135135137,0.0,0.0,0.0,0.0,296,شكربن
غبهنوش,2020-12-12,3414.6341463414637,-11219.512195121952,0.0,0.0,0.0,0.0,615,غبهنوش
غدشت,2020-08-09,304.8780487804878,-8079.268292682927,0.0,0.0,0.0,0.0,656,غدشت
فجهان,2021-09-04,1078.167115902965,-8086.253369272237,134.77088948787062,134.77088948787062,0.0,-404.3126684636119,742,فجهان
شسینا,2022-02-01,918.4845005740528,-10332.950631458094,114.8105625717566,0.0,0.0,0.0,871,شسينا
سابیک,2022-05-10,1196.2735549438917,-10491.213211941562,84.69193309337285,74.10544145670124,21.172983273343213,-254.07579928011856,9446,
سپید,2021-09-05,1014.0405616224648,-7722.308892355694,0.0,0.0,0.0,0.0,2564,سپيد
فسازان,2020-12-16,928.7925696594426,-10835.913312693498,103.19917440660474,0.0,0.0,0.0,969,فسازان
شفا,2020-06-30,614.1820212171971,-10720.268006700167,55.83472920156337,0.0,0.0,0.0,1791,شفا
شبندر,2020-07-14,2590.6735751295337,-10880.829015544045,259.0673575129534,0.0,0.0,0.0,386,شبندر
شپاس,2020-07-15,1781.1704834605598,-11959.287531806616,0.0,0.0,0.0,0.0,1179,شپاس
فروسیل,2022-05-09,433.5260115606936,-13150.28901734104,144.50867052023122,144.50867052023122,0.0,-433.5260115606936,692,فروسيل
شستا,2020-07-04,328.58707557502737,-12376.779846659363,328.58707557502737,328.58707557502737,109.5290251916758,-1204.8192771084337,913,شستا
فباهنر,2020-06-27,1001.669449081803,-9682.80467445743,0.0,0.0,0.0,0.0,599,فباهنر
شپنا,2021-10-27,683.59375,-13281.25,0.0,0.0,0.0,0.0,1024,شپنا
