Ticker,date,Risk,Sentiment,SanctionExposure,San_temp,SanctionRisk,SanctionSentiment,Total words,FirmTicker
سخوز ,2018-05-28,708.2152974504249,-13314.447592067989,0.0,0.0,0.0,0.0,706,سخوز
های وب,2021-06-17,1629.3279022403258,-12016.293279022402,407.3319755600815,0.0,0.0,0.0,491,هاي وب
وخاور,2016-08-18,835.6545961002786,-7799.442896935933,0.0,0.0,0.0,0.0,359,وخاور
مادیرا,2019-10-20,857.1428571428571,-13142.857142857143,190.47619047619048,0.0,0.0,0.0,1050,ماديرا
رتاپ,2016-05-10,773.6943907156673,-9284.332688588009,0.0,0.0,0.0,0.0,517,رتاپ
غزر,2022-07-20,1229.5081967213116,-6147.540983606557,0.0,0.0,0.0,0.0,244,غزر
میدکو,2016-05-08,1066.350710900474,-11729.857819905214,592.4170616113745,592.4170616113745,236.96682464454975,-2488.151658767773,844,ميدكو
بجهرم,2021-06-27,1420.4545454545455,-13636.363636363636,0.0,0.0,0.0,0.0,352,بجهرم
بکهنوج ,2018-05-14,1090.909090909091,-11151.515151515152,0.0,0.0,0.0,0.0,825,بكهنوج
هرمز,2016-06-26,0.0,-10326.086956521738,0.0,0.0,0.0,0.0,184,هرمز
کفرا,2016-06-11,1669.4490818030051,-17362.270450751254,0.0,0.0,0.0,0.0,599,كفرا
کیمیا,2017-07-08,1225.4901960784314,-6617.64705882353,0.0,0.0,0.0,0.0,408,كيميا
پاکشو,2016-06-06,1075.268817204301,-11469.53405017921,0.0,0.0,0.0,0.0,279,پاكشو
شساخت,2021-07-19,1650.16501650165,-9900.9900990099,0.0,0.0,0.0,0.0,303,شساخت
کنور,2016-06-19,1103.7527593818984,-8609.271523178808,0.0,0.0,0.0,0.0,453,كنور
سصوفی,2019-05-25,1170.3511053315997,-8712.613784135241,0.0,0.0,0.0,0.0,769,سصوفي
شاراک ,2016-05-25,1127.8195488721803,-13157.894736842103,0.0,0.0,0.0,0.0,266,شاراك
پیزد,2021-06-30,1800.327332242226,-13584.28805237316,163.66612111292963,163.66612111292963,163.66612111292963,-818.3306055646482,611,پيزد
مبین,2018-05-15,1155.624036979969,-9322.033898305084,154.08320493066256,154.08320493066256,0.0,-308.1664098613251,1298,مبين
بسویچ,2017-07-02,1621.6216216216217,-9009.009009009009,0.0,0.0,0.0,0.0,555,بسويچ
گزیده مجامع,2017-07-30,,,,,,,0,
فلوله ,2017-07-22,1060.6060606060605,-15303.030303030304,0.0,0.0,0.0,0.0,660,فلوله
خرینگ,2017-06-10,2443.9918533604887,-13645.621181262728,0.0,0.0,0.0,0.0,491,خرينگ
وبشهر ,2017-04-16,498.75311720698255,-4239.401496259352,0.0,0.0,0.0,0.0,401,وبشهر
دتولید ,2017-05-28,769.2307692307693,-10961.538461538465,0.0,0.0,0.0,0.0,520,دتوليد
ستران,2016-07-05,1729.3997965412004,-8545.269582909461,203.4587995930824,101.7293997965412,0.0,-101.7293997965412,983,ستران
دسبحا ,2017-06-13,715.5635062611807,-9302.32558139535,0.0,0.0,0.0,0.0,559,دسبحا
حتوکا,2017-05-17,707.9646017699115,-10973.451327433628,0.0,0.0,0.0,0.0,565,حتوكا
تابا,2017-07-11,987.6543209876544,-9135.802469135802,0.0,0.0,0.0,0.0,405,تابا
ذوب ,2017-07-18,1829.268292682927,-14227.642276422766,203.25203252032523,203.25203252032523,203.25203252032523,-813.0081300813009,492,ذوب
فنوال ,2017-07-17,706.7137809187278,-8716.136631330977,0.0,0.0,0.0,0.0,849,فنوال
کویر,2021-07-20,778.2101167315175,-6225.68093385214,0.0,0.0,0.0,0.0,514,كوير
فکباتا,2021-07-17,938.9671361502348,-7511.737089201878,0.0,0.0,0.0,0.0,426,فكباتا
دعبید ,2017-04-15,1632.65306122449,-6122.448979591837,0.0,0.0,0.0,0.0,490,دعبيد
وامید ,2017-05-21,841.3461538461539,-11658.653846153848,0.0,0.0,0.0,0.0,832,واميد
وساپا,2016-06-30,2071.005917159764,-11637.0808678501,98.61932938856016,98.61932938856016,98.61932938856016,-98.61932938856016,1014,وساپا
فملی ,2017-10-25,545.4545454545455,-6363.636363636364,0.0,0.0,0.0,0.0,550,فملي
مادیران,2019-06-30,168.0672268907563,-14117.64705882353,168.0672268907563,168.0672268907563,0.0,-504.20168067226894,595,
مبین ,2018-05-15,1465.5172413793102,-13017.241379310344,258.6206896551724,258.6206896551724,86.20689655172414,-1034.4827586206895,1160,مبين
تایرا,2017-07-15,1233.0456226880394,-14180.024660912452,123.30456226880396,0.0,0.0,0.0,811,تايرا
مرقام,2016-12-19,711.2375533428166,-12091.038406827882,0.0,0.0,0.0,0.0,703,مرقام
سازمان خصوصی سازی,2017-08-05,1397.712833545108,-16391.35959339263,0.0,0.0,0.0,0.0,787,
حسیر,2017-07-19,803.2128514056225,-12182.06157965194,0.0,0.0,0.0,0.0,747,حسير
کنورد,2020-06-01,864.5533141210374,-4034.582132564841,0.0,0.0,0.0,0.0,347,
حریل ,2017-01-08,531.9148936170212,-13031.91489361702,0.0,0.0,0.0,0.0,376,حريل
فخاس,2016-06-01,1304.3478260869565,-7391.304347826087,0.0,0.0,0.0,0.0,230,فخاس
افق,2021-07-12,681.4310051107326,-12265.758091993186,0.0,0.0,0.0,0.0,587,افق
رکیش,2016-06-18,1822.9166666666663,-7812.5,260.41666666666663,0.0,0.0,0.0,384,ركيش
سبهان,2017-05-30,788.9546351084813,-13412.22879684418,0.0,0.0,0.0,0.0,507,سبهان
شلعاب,2017-07-04,716.4790174002047,-14534.288638689868,0.0,0.0,0.0,0.0,977,شلعاب
دماوند ,2016-06-19,8333.333333333332,-16666.666666666664,0.0,0.0,0.0,0.0,24,دماوند
خراسان ,2018-05-23,1748.2517482517485,-11188.811188811187,0.0,0.0,0.0,0.0,286,خراسان
شرانل,2016-05-30,947.8672985781992,-13270.142180094788,0.0,0.0,0.0,0.0,422,شرانل
کاوه,2021-07-14,852.2727272727273,-11931.818181818182,142.04545454545456,142.04545454545456,142.04545454545456,-568.1818181818182,704,كاوه
نوین,2017-07-18,5070.118662351671,-14347.357065803666,0.0,0.0,0.0,0.0,927,نوين
شنفت,2018-06-11,669.3440428380187,-10040.16064257028,0.0,0.0,0.0,0.0,747,شنفت
تپمپی,2016-10-18,1328.90365448505,-10963.455149501662,0.0,0.0,0.0,0.0,602,تپمپي
دفارا,2022-06-15,1035.9116022099447,-11602.20994475138,0.0,0.0,0.0,0.0,1448,دفارا
ختوقا,2017-06-20,1430.615164520744,-8297.567954220314,0.0,0.0,0.0,0.0,699,ختوقا
داسوه ,2016-06-20,931.6770186335405,-12422.360248447205,0.0,0.0,0.0,0.0,322,داسوه
وتجارت,2016-10-17,448.4304932735426,-13677.130044843048,224.2152466367713,224.2152466367713,0.0,-672.6457399103139,446,وتجارت
شکلر ,2017-11-13,2040.816326530612,-10714.285714285714,0.0,0.0,0.0,0.0,196,شكلر
حتاید,2016-07-13,781.25,-13281.25,520.8333333333333,260.41666666666663,0.0,-781.25,384,حتايد
خزامیا,2017-07-16,806.4516129032257,-15725.806451612903,403.22580645161287,201.61290322580643,201.61290322580643,-1209.6774193548388,496,خزاميا
لبوتان,2016-07-17,1858.736059479554,-12825.27881040892,185.87360594795535,185.87360594795535,0.0,-557.6208178438661,538,لبوتان
کلوند ,2018-05-30,598.2053838484546,-12961.11665004985,0.0,0.0,0.0,0.0,1003,كلوند
پخش ,2017-06-10,1518.987341772152,-9113.924050632912,0.0,0.0,0.0,0.0,395,پخش
دماوند,2017-06-11,1960.7843137254904,-9803.921568627453,0.0,0.0,0.0,0.0,51,دماوند
زهراوی,2017-05-23,1121.0762331838564,-9417.040358744394,0.0,0.0,0.0,0.0,446,
فلوله,2016-07-11,760.4562737642585,-11787.072243346009,0.0,0.0,0.0,0.0,263,فلوله
وسپهر,2021-05-11,2857.142857142857,-11071.42857142857,0.0,0.0,0.0,0.0,560,وسپهر
حآسا,2021-05-05,3616.636528028933,-10307.41410488246,0.0,0.0,0.0,0.0,553,
کوثر,2016-07-20,11016.949152542373,0.0,0.0,0.0,0.0,0.0,118,كوثر
جم ,2017-07-09,755.2870090634441,-13293.051359516616,0.0,0.0,0.0,0.0,662,جم
شنفت ,2017-06-03,2371.5415019762845,-9881.422924901186,197.6284584980237,0.0,0.0,0.0,506,شنفت
شپترو ,2017-07-10,271.370420624152,-11261.872455902309,0.0,0.0,0.0,0.0,737,شپترو
شصفها,2021-03-14,1128.668171557562,-10835.214446952596,225.7336343115124,225.7336343115124,225.7336343115124,-677.2009029345372,443,شصفها
پسهند,2016-05-24,1190.4761904761906,-13690.47619047619,0.0,0.0,0.0,0.0,840,پسهند
اعتلا,2016-05-09,1605.5045871559637,-9862.385321100915,458.7155963302753,458.7155963302753,229.35779816513764,-688.0733944954129,436,اعتلا
مبین ,2016-05-21,0.0,-11956.521739130434,0.0,0.0,0.0,0.0,92,مبين
رتاپ ,2017-01-17,1462.7659574468084,-10904.255319148937,0.0,0.0,0.0,0.0,752,رتاپ
وبوعلی,2016-05-10,1372.21269296741,-13722.1269296741,0.0,0.0,0.0,0.0,583,وبوعلي
کیسون,2016-07-20,925.925925925926,-13425.925925925923,462.9629629629629,462.9629629629629,231.48148148148147,-2546.296296296296,432,كيسون
سیستم ,2017-07-25,343.6426116838488,-4295.53264604811,0.0,0.0,0.0,0.0,582,سيستم
شبصیر,2021-06-21,625.0,-13750.0,0.0,0.0,0.0,0.0,160,شبصير
غبهنوش,2016-07-20,1567.398119122257,-12852.664576802508,0.0,0.0,0.0,0.0,319,غبهنوش
بوعلی ,2021-06-28,694.4444444444445,-11805.555555555557,0.0,0.0,0.0,0.0,576,بوعلي
کخاک,2017-05-28,3389.830508474576,-1694.915254237288,0.0,0.0,0.0,0.0,59,كخاك
سدور ,2017-06-10,524.4755244755245,-12587.412587412588,0.0,0.0,0.0,0.0,572,سدور
بپاس,2017-07-09,6537.102473498233,-10424.028268551236,0.0,0.0,0.0,0.0,566,بپاس
شخارک,2016-07-20,1489.3617021276596,-12127.659574468084,425.53191489361706,425.53191489361706,425.53191489361706,-1914.893617021277,470,شخارك
خگستر,2016-07-11,2446.043165467626,-12230.21582733813,0.0,0.0,0.0,0.0,695,خگستر
دالبر,2017-05-06,512.8205128205128,-7051.282051282052,0.0,0.0,0.0,0.0,780,دالبر
شاوران,2021-07-20,775.1937984496125,-6976.744186046512,0.0,0.0,0.0,0.0,387,
وتوکا,2017-06-20,1536.6430260047282,-10520.094562647751,0.0,0.0,0.0,0.0,846,وتوكا
غشصفا,2016-07-13,2247.191011235955,-5617.977528089888,0.0,0.0,0.0,0.0,89,غشصفا
شفن ,2017-07-22,442.4778761061947,-11504.424778761062,0.0,0.0,0.0,0.0,226,شفن
مارون,2017-07-15,698.0802792321117,-12390.924956369983,174.52006980802793,174.52006980802793,0.0,-349.04013961605585,573,مارون
تیپیکو,2016-09-18,1171.303074670571,-12737.92093704246,0.0,0.0,0.0,0.0,683,تيپيكو
حخزر,2016-07-03,615.3846153846154,-9846.153846153846,0.0,0.0,0.0,0.0,325,حخزر
دامین,2019-05-29,910.7468123861566,-8743.169398907105,0.0,0.0,0.0,0.0,549,دامين
قرن ,2021-05-22,1449.2753623188405,-4927.536231884058,0.0,0.0,0.0,0.0,345,قرن
ساروم,2017-05-17,470.5882352941176,-12941.176470588234,0.0,0.0,0.0,0.0,425,ساروم
ساراب ,2018-07-08,1685.3932584269662,-20786.516853932582,0.0,0.0,0.0,0.0,178,ساراب
دزهراوی,2017-05-23,2076.1245674740485,-15224.913494809687,0.0,0.0,0.0,0.0,578,دزهراوي
ملت,2016-07-20,7142.857142857142,-15037.593984962405,0.0,0.0,0.0,0.0,266,ملت
زگلدشت ,2018-05-29,1369.86301369863,-11830.63511830635,0.0,0.0,0.0,0.0,803,زگلدشت
کی بی سی ,2018-12-31,1214.5748987854251,-7692.307692307692,202.4291497975709,202.4291497975709,202.4291497975709,-404.8582995951417,494,كي بي سي
پارسیان ,2017-08-21,5518.763796909492,-13686.534216335542,0.0,0.0,0.0,0.0,453,پارسيان
فاسمین,2021-07-06,1109.0573012939,-9981.5157116451,0.0,0.0,0.0,0.0,541,فاسمين
والبر,2017-01-07,346.02076124567475,-5363.321799307959,0.0,0.0,0.0,0.0,578,والبر
ددام,2017-06-10,1980.1980198019803,-11262.376237623765,0.0,0.0,0.0,0.0,808,ددام
دابور,2018-05-20,954.1984732824428,-12690.839694656488,95.41984732824427,95.41984732824427,0.0,-190.83969465648852,1048,دابور
پخش ,2017-06-07,990.0990099009902,-9504.950495049505,396.0396039603961,198.01980198019805,99.009900990099,-396.0396039603961,1010,پخش
شبندر,2017-07-18,2227.722772277228,-11633.663366336634,0.0,0.0,0.0,0.0,404,شبندر
آپ,2017-05-28,1766.7844522968196,-11307.420494699643,0.0,0.0,0.0,0.0,849,
جم,2016-07-18,563.3802816901409,-11549.295774647888,0.0,0.0,0.0,0.0,355,جم
فنوال,2017-07-16,487.8048780487805,-17560.975609756097,0.0,0.0,0.0,0.0,205,فنوال
فن آوا,2017-04-18,1285.7142857142858,-12571.42857142857,0.0,0.0,0.0,0.0,700,
دقاضی,2017-09-03,0.0,-4687.5,0.0,0.0,0.0,0.0,64,دقاضي
جم ,2017-07-10,8333.333333333332,-16666.666666666664,0.0,0.0,0.0,0.0,24,جم
بالاس,2017-07-16,722.0216606498195,-12093.862815884477,90.25270758122744,90.25270758122744,0.0,-270.7581227436823,1108,بالاس
شبهرن,2017-07-19,953.8950715421304,-12559.618441971385,0.0,0.0,0.0,0.0,629,شبهرن
کرازی ,2018-07-03,824.1758241758242,-13736.263736263738,0.0,0.0,0.0,0.0,728,كرازي
شسینا,2016-06-13,1060.6060606060605,-10454.545454545454,454.54545454545456,454.54545454545456,303.030303030303,-1969.6969696969695,660,شسينا
شنفت ,2017-06-06,8333.333333333332,-16666.666666666664,0.0,0.0,0.0,0.0,24,شنفت
کرازی,2017-07-10,1041.6666666666663,-11718.75,0.0,0.0,0.0,0.0,384,كرازي
شپترو ,2016-07-18,233.64485981308408,-12383.177570093458,0.0,0.0,0.0,0.0,428,شپترو
بهپاک,2017-04-19,1436.265709156194,-12028.725314183124,179.53321364452424,179.53321364452424,179.53321364452424,-1256.7324955116696,557,بهپاك
کالا,2021-07-04,1560.9756097560976,-16292.682926829268,0.0,0.0,0.0,0.0,1025,كالا
رتکو,2016-06-11,1057.0824524312898,-9725.158562367866,0.0,0.0,0.0,0.0,473,رتكو
قرن,2021-07-20,1357.4660633484164,-9954.75113122172,0.0,0.0,0.0,0.0,221,قرن
وبملت,2016-07-20,0.0,-6133.333333333333,0.0,0.0,0.0,0.0,375,وبملت
خراسان ,2017-05-27,8333.333333333332,-16666.666666666664,0.0,0.0,0.0,0.0,24,خراسان
دماوند ,2017-06-11,1219.5121951219512,-12347.560975609756,0.0,0.0,0.0,0.0,656,دماوند
شیراز,2021-06-19,1113.5857461024498,-14031.180400890868,1559.0200445434298,1336.3028953229398,222.71714922049,-5122.494432071269,449,شيراز
البرز,2016-07-20,3879.310344827586,-10991.379310344828,0.0,0.0,0.0,0.0,464,البرز
سمگا,2017-01-16,1253.1328320802004,-11278.195488721803,0.0,0.0,0.0,0.0,399,سمگا
کاسپین,2016-06-05,929.6148738379812,-11022.576361221778,0.0,0.0,0.0,0.0,753,كاسپين
فرآور,2016-05-07,1355.421686746988,-9789.156626506025,0.0,0.0,0.0,0.0,664,
فسپا,2017-07-12,819.672131147541,-7377.049180327869,0.0,0.0,0.0,0.0,366,فسپا
شسپا,2017-07-11,1032.7022375215147,-10327.022375215149,0.0,0.0,0.0,0.0,581,شسپا
شرانل ,2017-06-24,491.6420845624386,-12192.723697148476,0.0,0.0,0.0,0.0,1017,شرانل
رمپنا,2022-10-22,1860.920666013712,-8129.285014691479,0.0,0.0,0.0,0.0,1021,رمپنا
سغرب,2017-05-20,1256.2814070351758,-13316.582914572864,0.0,0.0,0.0,0.0,398,سغرب
غپینو,2016-05-30,1204.8192771084337,-13253.01204819277,133.86880856760374,133.86880856760374,0.0,-401.6064257028112,747,غپينو
جم پیلن,2022-05-15,1515.151515151515,-12032.085561497326,89.12655971479501,89.12655971479501,89.12655971479501,-178.25311942959,1122,جم پيلن
کرماشا,2021-05-31,934.5794392523364,-8785.046728971964,0.0,0.0,0.0,0.0,535,كرماشا
باما,2016-06-01,2298.850574712644,-10344.827586206897,229.8850574712644,229.8850574712644,0.0,-459.7701149425287,435,كاما
پکرمان,2016-06-06,402.6845637583892,-13557.04697986577,134.22818791946307,134.22818791946307,134.22818791946307,-671.1409395973154,745,پكرمان
یاسا,2021-06-23,1408.4507042253522,-7042.2535211267605,0.0,0.0,0.0,0.0,639,
شراز,2017-07-19,319.4888178913738,-6709.26517571885,0.0,0.0,0.0,0.0,313,شراز
کی بی سی,2016-09-24,2884.6153846153848,-16346.153846153848,0.0,0.0,0.0,0.0,104,كي بي سي
خودکفا,2021-06-30,732.6007326007326,-13186.813186813186,0.0,0.0,0.0,0.0,273,خودكفا
ومعادن,2016-07-20,941.1764705882352,-10588.235294117649,0.0,0.0,0.0,0.0,850,ومعادن
چافست,2021-01-18,1176.470588235294,-10252.100840336136,504.20168067226894,336.1344537815126,0.0,-672.2689075630252,595,چافست
مبین ,2019-07-20,694.4444444444445,-6597.222222222222,0.0,0.0,0.0,0.0,288,مبين
سصوفی ,2017-06-03,862.0689655172414,-14655.172413793103,574.7126436781609,0.0,0.0,0.0,348,سصوفي
حریل ,2017-07-22,1388.888888888889,-8055.555555555556,0.0,0.0,0.0,0.0,360,حريل
زاگرس,2017-05-10,1068.702290076336,-14503.81679389313,0.0,0.0,0.0,0.0,655,زاگرس
فباهنر ,2018-02-17,813.0081300813009,-9349.59349593496,406.50406504065046,406.50406504065046,203.25203252032523,-813.0081300813009,492,فباهنر
وبصادر ,2018-02-24,1719.9017199017198,-14496.314496314497,0.0,0.0,0.0,0.0,407,وبصادر
کاما ,2017-06-03,8333.333333333332,-16666.666666666664,0.0,0.0,0.0,0.0,24,كاما
بکهنوج,2017-05-10,957.592339261286,-11491.108071135432,0.0,0.0,0.0,0.0,731,بكهنوج
پرداخت,2018-05-09,1528.7769784172665,-12320.143884892086,0.0,0.0,0.0,0.0,1112,پرداخت
کحافظ,2017-12-16,224.2152466367713,-12107.62331838565,0.0,0.0,0.0,0.0,446,كحافظ
نوری,2021-07-11,1390.644753476612,-6953.22376738306,0.0,0.0,0.0,0.0,791,نوري
غبهشر,2021-04-19,1791.044776119403,-13134.328358208955,298.5074626865672,298.5074626865672,298.5074626865672,-1194.0298507462687,335,
وایران,2016-05-31,1724.1379310344828,-13103.448275862069,0.0,0.0,0.0,0.0,290,وايران
همراه ,2017-07-01,498.75311720698255,-7481.296758104738,0.0,0.0,0.0,0.0,401,همراه
دتولید ,2017-07-16,0.0,-3960.3960396039606,0.0,0.0,0.0,0.0,101,دتوليد
دپارس,2021-06-29,2542.3728813559323,-8474.57627118644,0.0,0.0,0.0,0.0,354,دپارس
سخوز ,2019-06-15,8333.333333333332,-16666.666666666664,0.0,0.0,0.0,0.0,24,سخوز
رانفور,2017-05-21,953.6784741144414,-12125.34059945504,272.4795640326975,272.4795640326975,136.23978201634876,-953.6784741144414,734,رانفور
بترانس,2016-07-18,1732.435033686237,-13378.248315688164,192.49278152069297,192.49278152069297,192.49278152069297,96.24639076034649,1039,بترانس
تیپیکو ,2017-09-16,1727.447216890595,-10940.4990403071,0.0,0.0,0.0,0.0,1042,تيپيكو
غبشهر ,2017-03-08,1436.265709156194,-11131.059245960503,0.0,0.0,0.0,0.0,557,غبشهر
کگل ,2016-07-17,541.5162454873646,-10108.303249097473,0.0,0.0,0.0,0.0,554,كگل
ملت ,2017-07-22,4400.9779951100245,-12469.437652811735,0.0,0.0,0.0,0.0,409,ملت
غمینو,2018-05-27,1033.59173126615,-7105.943152454781,0.0,0.0,0.0,0.0,774,غمينو
پخش,2018-06-25,578.0346820809249,-13102.119460500964,0.0,0.0,0.0,0.0,519,پخش
دتولید,2016-05-16,866.5511265164645,-11785.095320623916,346.6204506065858,346.6204506065858,346.6204506065858,-866.5511265164645,577,دتوليد
شکبیر,2016-07-12,2491.103202846975,-13345.195729537363,0.0,0.0,0.0,0.0,562,شكبير
دفارا ,2019-06-24,1067.0731707317073,-11890.243902439024,152.4390243902439,152.4390243902439,0.0,-457.3170731707317,656,دفارا
خپارس ,2016-07-20,671.1409395973154,-11073.825503355703,0.0,0.0,0.0,0.0,298,خپارس
وتوشه,2022-07-21,1474.2014742014742,-10319.41031941032,122.85012285012284,0.0,0.0,0.0,814,وتوشه
شاروم,2021-07-17,783.289817232376,-6266.318537859008,261.0966057441253,261.0966057441253,0.0,-261.0966057441253,383,شاروم
زاگرس ,2017-05-10,2067.66917293233,-10150.375939849624,0.0,0.0,0.0,0.0,532,زاگرس
فخوز,2018-06-20,1026.9576379974326,-12323.49165596919,513.4788189987163,385.1091142490372,128.36970474967907,-2182.284980744544,779,فخوز
فاسمین ,2019-06-16,245.7002457002457,-14987.714987714988,0.0,0.0,0.0,0.0,407,فاسمين
فرآور ,2018-05-16,1492.5373134328358,-7003.444316877153,0.0,0.0,0.0,0.0,871,
خوساز,2017-07-17,1157.4074074074074,-16435.185185185182,0.0,0.0,0.0,0.0,432,خوساز
کطبس ,2017-07-15,1197.6047904191616,-10578.84231536926,0.0,0.0,0.0,0.0,501,كطبس
سفارس,2016-09-14,1246.8827930174564,-11970.07481296758,0.0,0.0,0.0,0.0,802,سفارس
کگل ,2017-07-17,465.7351962741184,-13173.65269461078,0.0,0.0,0.0,0.0,1503,كگل
کبافق,2016-07-14,1199.0407673860911,-7434.052757793765,0.0,0.0,0.0,0.0,417,كبافق
سبهان ,2017-06-03,739.6449704142011,-14940.828402366864,0.0,0.0,0.0,0.0,676,سبهان
وبانک,2016-07-17,1359.8326359832636,-12343.096234309622,0.0,0.0,0.0,0.0,956,وبانك
حتاید ,2017-07-12,1048.951048951049,-14685.314685314685,0.0,0.0,0.0,0.0,572,حتايد
کاسپین ,2018-06-11,1109.3502377179082,-15055.467511885896,0.0,0.0,0.0,0.0,631,كاسپين
لکما,2020-08-28,2912.621359223301,-10032.362459546926,0.0,0.0,0.0,0.0,309,لكما
سخزر,2021-05-09,862.8127696289905,-13287.316652286454,86.28127696289906,86.28127696289906,0.0,-431.40638481449525,1159,سخزر
غمینو ,2018-05-28,2569.169960474308,-11462.450592885374,0.0,0.0,0.0,0.0,506,غمينو
همراه,2017-04-26,817.4386920980926,-9128.065395095367,0.0,0.0,0.0,0.0,734,همراه
فخاس ,2017-05-26,738.9162561576355,-5418.71921182266,0.0,0.0,0.0,0.0,406,فخاس
شکربن ,2018-06-11,2134.1463414634145,-12500.0,0.0,0.0,0.0,0.0,328,شكربن
آسیا ,2017-07-17,6021.505376344086,-15483.870967741936,107.52688172043013,107.52688172043013,107.52688172043013,-107.52688172043013,930,
بمپنا,2016-06-20,759.493670886076,-13670.886075949367,0.0,0.0,0.0,0.0,395,بمپنا
شاراک ,2018-06-24,1138.2113821138212,-11219.512195121952,162.60162601626016,0.0,0.0,0.0,615,شاراك
کالا ,2017-05-24,2881.35593220339,-10677.966101694916,0.0,0.0,0.0,0.0,590,كالا
داسوه,2018-06-13,1549.5867768595042,-11776.859504132231,0.0,0.0,0.0,0.0,968,داسوه
کمنگنز,2017-07-19,841.5147265077138,-12903.225806451612,0.0,0.0,0.0,0.0,713,كمنگنز
تکنو,2021-07-14,0.0,-15200.0,0.0,0.0,0.0,0.0,125,تكنو
شسپا ,2017-07-12,862.0689655172414,-9852.216748768473,615.7635467980296,492.6108374384236,123.15270935960592,-1231.527093596059,812,شسپا
دسانکو ,2018-03-05,1691.8967052537844,-9795.191451469278,0.0,0.0,0.0,0.0,1123,دسانكو
شاراک,2017-05-31,564.9717514124294,-12994.350282485875,0.0,0.0,0.0,0.0,531,شاراك
خموتور,2016-06-01,1612.9032258064517,-14695.340501792114,179.21146953405017,0.0,0.0,0.0,558,خموتور
ونفت ,2020-07-15,866.5511265164645,-9358.752166377815,0.0,0.0,0.0,0.0,577,ونفت
مبین ,2020-12-13,1020.408163265306,-9183.673469387755,0.0,0.0,0.0,0.0,98,مبين
سخوز ,2022-05-23,1851.851851851852,-11805.555555555557,115.74074074074072,0.0,0.0,0.0,864,سخوز
ومعلم ,2019-07-20,5221.9321148825065,-4699.738903394256,261.0966057441253,0.0,0.0,0.0,383,ومعلم
فسازان ,2020-06-13,1388.888888888889,-11904.761904761905,0.0,0.0,0.0,0.0,1008,فسازان
پکرمان ,2020-06-24,1132.0754716981132,-13836.477987421384,0.0,0.0,0.0,0.0,795,پكرمان
دانا ,2022-01-19,3732.503888024884,-8864.696734059098,0.0,0.0,0.0,0.0,643,دانا
وبوعلی ,2022-06-07,869.5652173913044,-12422.360248447205,0.0,0.0,0.0,0.0,805,وبوعلي
ثمسکن ,2022-03-14,1129.032258064516,-12419.354838709678,161.29032258064515,161.29032258064515,161.29032258064515,-161.29032258064515,620,ثمسكن
دسبحا ,2020-07-05,793.6507936507936,-11640.21164021164,0.0,0.0,0.0,0.0,378,دسبحا
ورازی ,2022-07-12,6692.913385826771,-16338.582677165354,0.0,0.0,0.0,0.0,508,ورازي
وسرمد ,2020-06-27,6468.17248459959,-12628.336755646818,0.0,0.0,0.0,0.0,974,وسرمد
فالوم,2017-08-15,1315.7894736842104,-15460.526315789471,0.0,0.0,0.0,0.0,608,فالوم
وبشهر ,2020-07-11,644.122383252818,-9983.89694041868,0.0,0.0,0.0,0.0,621,وبشهر
کمنگنز ,2022-01-05,1051.2483574244416,-13797.634691195795,0.0,0.0,0.0,0.0,761,كمنگنز
واتی ,2019-04-17,919.8423127463864,-10381.07752956636,525.6241787122208,394.2181340341656,0.0,0.0,761,واتي
امید ,2020-03-09,840.3361344537815,-15406.162464985997,0.0,0.0,0.0,0.0,714,اميد
شنفت ,2022-06-07,1418.4397163120568,-7092.198581560284,0.0,0.0,0.0,0.0,141,شنفت
فارس ,2021-10-17,618.5567010309278,-9896.907216494845,0.0,0.0,0.0,0.0,485,فارس
غویتا ,2020-02-15,1158.3011583011582,-14517.374517374516,0.0,0.0,0.0,0.0,1295,غويتا
ولملت ,2020-05-19,1851.851851851852,-11574.074074074071,0.0,0.0,0.0,0.0,432,ولملت
تیپیکو ,2022-09-03,1406.799531066823,-12192.262602579132,117.23329425556857,0.0,0.0,0.0,853,تيپيكو
آریان ,2020-08-10,962.8610729023384,-9628.610729023383,0.0,0.0,0.0,0.0,727,
ثنور,2020-10-20,410.6776180698152,-5338.809034907597,0.0,0.0,0.0,0.0,487,ثنور
تایپکو ,2020-08-26,944.6693657219972,-17678.81241565452,134.9527665317139,0.0,0.0,0.0,741,
شتوکا ,2020-10-06,2325.5813953488373,-11627.906976744183,0.0,0.0,0.0,0.0,258,شتوكا
ومهان ,2021-10-30,0.0,-884.9557522123894,0.0,0.0,0.0,0.0,113,ومهان
ذوب ,2019-07-09,2312.1387283236995,-14595.375722543353,289.01734104046244,289.01734104046244,0.0,-1156.0693641618498,692,ذوب
وصنا ,2020-02-24,1250.0,-11250.0,0.0,0.0,0.0,0.0,480,وصنا
رکیش ,2019-06-15,1799.1004497751123,-7496.251874062968,0.0,0.0,0.0,0.0,667,ركيش
سخزر ,2019-05-19,1048.951048951049,-10139.86013986014,0.0,0.0,0.0,0.0,572,سخزر
کیسون ,2022-07-20,1431.4928425357875,-11451.9427402863,204.4989775051125,0.0,0.0,0.0,489,كيسون
سکرما,2017-05-15,1095.4616588419406,-8920.18779342723,0.0,0.0,0.0,0.0,639,سكرما
ونوین ,2019-08-18,1153.8461538461538,-14615.384615384615,192.30769230769232,0.0,0.0,0.0,520,ونوين
